sensor_point5_i_value,sensor_point6_i_value,sensor_point7_i_value,sensor_point8_i_value,sensor_point9_i_value,sensor_point10_i_value,clean_temp,clean_ec,clean_ph4,clean_ph5,clean_ph7,clean_ph8,clean_pressure11,clean_pressure12,clean_pressure21,clean_pressure22,clean_pressure23,clean_pressure31,clean_pressure33,clean_pressure41,clean_pressure42,clean_pressure51,clean_pressure52,clean_pressure61,clean_pressure62,clean_pressure71,clean_pressure72,clean_pressure81,clean_pressure82,clean_pressure91,clean_pressure92,clean_pressure101,clean_pressure102,oven_pa1,oven_pa2,oven_pb1,oven_pb2,oven_a1,oven_a2,oven_a3,oven_b1,oven_b2,oven_b3,painting_g1_act_a_air,painting_g1_act_f_air,painting_g1_act_t_air,painting_g1_act_hvv,painting_g1_act_hvc,painting_g2_act_a_air,painting_g2_act_f_air,painting_g2_act_t_air,painting_g2_act_hvv,painting_g2_act_hvc,painting_g3_act_a_air,painting_g3_act_f_air,painting_g3_act_t_air,painting_g3_act_hvv,painting_g3_act_hvc,painting_g4_act_a_air,painting_g4_act_f_air,painting_g4_act_t_air,painting_g4_act_hvv,painting_g4_act_hvc,painting_g5_act_a_air,painting_g5_act_f_air,painting_g5_act_t_air,painting_g5_act_hvv,painting_g5_act_hvc,painting_g6_act_a_air,painting_g6_act_f_air,painting_g6_act_t_air,painting_g6_act_hvv,painting_g6_act_hvc,painting_g7_act_a_air,painting_g7_act_f_air,painting_g7_act_t_air,painting_g7_act_hvv,painting_g7_act_hvc,painting_g8_act_a_air,painting_g8_act_f_air,painting_g8_act_t_air,painting_g8_act_hvv,painting_g8_act_hvc,painting_g9_act_a_air,painting_g9_act_f_air,painting_g9_act_t_air,painting_g9_act_hvv,painting_g9_act_hvc,painting_g10_act_a_air,painting_g10_act_f_air,painting_g10_act_t_air,painting_g10_act_hvv,painting_g10_act_hvc,painting_g11_act_a_air,painting_g11_act_f_air,painting_g11_act_t_air,painting_g11_act_hvv,painting_g11_act_hvc,painting_g12_act_a_air,painting_g12_act_f_air,painting_g12_act_t_air,painting_g12_act_hvv,painting_g12_act_hvc,env_rpi05_hum,env_rpi05_pm1,env_rpi05_pm10,env_rpi05_pm25,env_rpi05_temp,env_rpi07_hum,env_rpi07_pm1,env_rpi07_pm10,env_rpi07_pm25,env_rpi07_temp,env_rpi09_hum,env_rpi09_lux,env_rpi09_pm1,env_rpi09_pm10,env_rpi09_pm25,env_rpi09_temp,env_rpi14_hum,env_rpi14_lux,env_rpi14_pm1,env_rpi14_pm10,env_rpi14_pm25,env_rpi14_temp,env_rpi15_hum,env_rpi15_lux,env_rpi15_pm1,env_rpi15_pm10,env_rpi15_pm25,env_rpi15_temp
64,49,94,42,56,52,50.7,9.4,8.6,7.8,7.3,7.1,845.74,1451.81,998.8,895.12,724.5,526.92,849.05,1118.77,986.61,826.44,640.12,1140.08,651.28,646.81,1083.22,899.09,844.38,904.33,788.51,0,442.14,171.15,206.7,195.26,187.14,192.08,220.9,217.43,181.8,210.87,205.94,8.41,180.16,310.71,53.83,18.53,8.8,180.2,311.43,53.08,20.32,8.54,155.63,311.38,52.6,19.39,7.11,153.84,266.03,44.75,18.16,0,0,0,0,0,0,0,0,0,0,7.65,168.88,290.92,42.15,15.51,8.04,160.47,289.84,51.83,15.53,8.59,148.33,281.48,48.38,17.7,6.92,139.86,240.82,41.34,15.18,6.55,139.19,240.68,42.03,11.81,0,0,0,0,0,63,60.71,75.28,69,30.28,46.63,9.42,16.28,12.14,28.77,65.53,0,4.57,6.14,5.57,27.05,48.43,1,26.42,49.57,38.71,35.92,47.46,1.28,29.14,50.57,41.28,35.5
60,47,74,40,60,48,50.7,9.4,8.6,7.8,7.3,7.1,845.69,1451.92,998.85,894.83,724.63,525.81,848.81,1118.72,986.39,826.55,640.2,1140.12,651.18,646.76,1082.9,898.97,844.42,904.26,788.68,0,442.21,171.46,206.54,195.81,187.63,192.15,220.98,217.53,181.78,210.81,205.93,8.59,182.97,313.82,54.64,18.26,8.99,183.74,315.11,53.59,20.6,8.81,157.31,314.49,53.44,19.22,7.08,153.95,264.16,44.76,17.55,0,0,0,0,0,0,0,0,0,0,7.76,172.35,294.8,42.58,15.8,7.86,162.96,293.15,52.37,15.77,8.67,150.51,284.96,48.81,17.99,7.08,142.36,243.87,42.4,15.42,6.71,142.57,243.91,43.33,11.73,0,0,0,0,0,63,60.71,75.28,69,30.28,46.63,9.42,16.28,12.14,28.77,65.53,0,4.57,6.14,5.57,27.05,48.43,1,26.42,49.57,38.71,35.92,47.46,1.28,29.14,50.57,41.28,35.5
60,62,92,36,56,46,50.7,9.4,8.6,7.8,7.3,7.1,845.69,1451.92,998.85,894.83,724.63,525.81,848.81,1118.72,986.39,826.55,640.2,1140.12,651.18,646.76,1082.9,898.97,844.42,904.26,788.68,0,442.21,171.46,206.54,195.81,187.63,192.15,220.98,217.53,181.78,210.81,205.93,8.59,182.97,313.82,54.64,18.26,8.99,183.74,315.11,53.59,20.6,8.81,157.31,314.49,53.44,19.22,7.08,153.95,264.16,44.76,17.55,0,0,0,0,0,0,0,0,0,0,7.76,172.35,294.8,42.58,15.8,7.86,162.96,293.15,52.37,15.77,8.67,150.51,284.96,48.81,17.99,7.08,142.36,243.87,42.4,15.42,6.71,142.57,243.91,43.33,11.73,0,0,0,0,0,63,60.71,75.28,69,30.28,46.63,9.42,16.28,12.14,28.77,65.53,0,4.57,6.14,5.57,27.05,48.43,1,26.42,49.57,38.71,35.92,47.46,1.28,29.14,50.57,41.28,35.5
61,46,86,47,43,45,50.75,11.6,8.69,7.8,7.3,7.15,845.12,1451.8,998.72,894.5,724.46,523.4,848.31,1118.56,986.36,826.57,640.2,1139.79,650.82,646.43,1082.33,898.89,844.38,904.05,788.56,0,442.29,171.6,206.36,196.29,187.97,192.11,221.08,217.76,181.8,210.79,205.99,8.39,183.07,313.93,54.43,18.54,8.83,183.8,315.14,52.91,20.7,8.85,158.85,317.16,53.58,19,7.38,155.44,266.46,46.03,17.45,0,0,0,0,0,0,0,0,0,0,7.63,170.6,291.78,42.71,14.96,7.83,161.72,290.51,51.8,14.69,8.4,150.22,284.34,48.96,17.55,7.13,141.22,242.03,42.52,14.74,7.01,137.2,235.86,43.38,11.13,0,0,0,0,0,63,60.71,75.28,69,30.28,46.63,9.42,16.28,12.14,28.77,65.53,0,4.57,6.14,5.57,27.05,48.43,1,26.42,49.57,38.71,35.92,47.46,1.28,29.14,50.57,41.28,35.5
58,52,92,42,35,44,50.75,11.6,8.69,7.8,7.3,7.15,844.78,1451.33,998.49,894.22,724.05,525.6,848.1,1118.18,986.25,826.72,640.25,1139.43,650.6,646.03,1081.59,898.75,844.43,904.05,788.53,0,442.54,172.03,205.98,196.53,188.01,191.96,221.12,218.1,181.87,210.74,206.03,8.25,167.94,299.22,52.24,19.1,8.37,165.6,298.61,50.28,20.84,8.44,151.62,302.69,50.6,19.54,7.22,144.59,261.6,43.46,18.66,0,0,0,0,0,0,0,0,0,0,7.9,161.65,287.52,43.66,14.28,7.94,159.02,287.9,51.92,13.76,8.03,145.74,278.34,48.56,16.57,7.14,135.35,237.18,42.57,13.79,6.55,124.3,225.74,41.94,10.66,0,0,0,0,0,62.94,60.75,75.25,69,30.29,46.74,9.87,16.25,12.5,28.84,64.83,0,4.87,6.75,5.87,27.05,48.53,1,26.5,49.87,38.75,35.89,47.43,1.5,29.25,51,41.62,35.5
56,48,64,44,37,47,50.75,11.6,8.69,7.8,7.3,7.15,844.78,1451.33,998.49,894.22,724.05,525.6,848.1,1118.18,986.25,826.72,640.25,1139.43,650.6,646.03,1081.59,898.75,844.43,904.05,788.53,0,442.54,172.03,205.98,196.53,188.01,191.96,221.12,218.1,181.87,210.74,206.03,8.25,167.94,299.22,52.24,19.1,8.37,165.6,298.61,50.28,20.84,8.44,151.62,302.69,50.6,19.54,7.22,144.59,261.6,43.46,18.66,0,0,0,0,0,0,0,0,0,0,7.9,161.65,287.52,43.66,14.28,7.94,159.02,287.9,51.92,13.76,8.03,145.74,278.34,48.56,16.57,7.14,135.35,237.18,42.57,13.79,6.55,124.3,225.74,41.94,10.66,0,0,0,0,0,62.94,60.75,75.25,69,30.29,46.74,9.87,16.25,12.5,28.84,64.83,0,4.87,6.75,5.87,27.05,48.53,1,26.5,49.87,38.75,35.89,47.43,1.5,29.25,51,41.62,35.5
74,59,64,42,68,66,50.8,13.8,8.8,7.8,7.3,7.2,844.73,1451.21,998.08,893.78,723.69,524.17,848.39,1118.21,986.69,826.56,640.39,1138.78,650.13,645.3,1080.65,897.65,844.56,903.6,788.65,0,442.91,172.28,205.37,195.56,187.61,191.45,220.99,218.5,182.13,210.87,206.04,7.89,137.4,268,45.71,19.39,7.88,130.37,268.93,45.07,21.03,7.54,136.72,273.18,45.04,19.59,6.76,116.85,240.61,39.22,19.33,0,0,0,0,0,0,0,0,0,0,7.3,133.91,260.61,42.72,11.4,7.36,140.64,260.01,49.44,11.48,7.71,130.38,253.55,46.27,14.05,6.39,119.88,220.53,41.18,11.33,6.17,99.92,207.03,38.25,10.34,0,0,0,0,0,62.94,60.75,75.25,69,30.29,46.74,9.87,16.25,12.5,28.84,64.83,0,4.87,6.75,5.87,27.05,48.53,1,26.5,49.87,38.75,35.89,47.43,1.5,29.25,51,41.62,35.5
69,60,62,46,53,78,50.8,13.8,8.8,7.8,7.3,7.2,844.73,1451.21,998.08,893.78,723.69,524.17,848.39,1118.21,986.69,826.56,640.39,1138.78,650.13,645.3,1080.65,897.65,844.56,903.6,788.65,0,442.91,172.28,205.37,195.56,187.61,191.45,220.99,218.5,182.13,210.87,206.04,7.89,137.4,268,45.71,19.39,7.88,130.37,268.93,45.07,21.03,7.54,136.72,273.18,45.04,19.59,6.76,116.85,240.61,39.22,19.33,0,0,0,0,0,0,0,0,0,0,7.3,133.91,260.61,42.72,11.4,7.36,140.64,260.01,49.44,11.48,7.71,130.38,253.55,46.27,14.05,6.39,119.88,220.53,41.18,11.33,6.17,99.92,207.03,38.25,10.34,0,0,0,0,0,62.94,60.75,75.25,69,30.29,46.74,9.87,16.25,12.5,28.84,64.83,0,4.87,6.75,5.87,27.05,48.53,1,26.5,49.87,38.75,35.89,47.43,1.5,29.25,51,41.62,35.5
72,46,64,39,61,82,50.8,13.8,8.8,7.8,7.3,7.2,844.73,1451.21,998.08,893.78,723.69,524.17,848.39,1118.21,986.69,826.56,640.39,1138.78,650.13,645.3,1080.65,897.65,844.56,903.6,788.65,0,442.91,172.28,205.37,195.56,187.61,191.45,220.99,218.5,182.13,210.87,206.04,7.89,137.4,268,45.71,19.39,7.88,130.37,268.93,45.07,21.03,7.54,136.72,273.18,45.04,19.59,6.76,116.85,240.61,39.22,19.33,0,0,0,0,0,0,0,0,0,0,7.3,133.91,260.61,42.72,11.4,7.36,140.64,260.01,49.44,11.48,7.71,130.38,253.55,46.27,14.05,6.39,119.88,220.53,41.18,11.33,6.17,99.92,207.03,38.25,10.34,0,0,0,0,0,62.94,60.75,75.25,69,30.29,46.74,9.87,16.25,12.5,28.84,64.83,0,4.87,6.75,5.87,27.05,48.53,1,26.5,49.87,38.75,35.89,47.43,1.5,29.25,51,41.62,35.5
76,49,101,45,76,78,50.8,13.8,8.8,7.8,7.3,7.2,844.82,1450.91,997.78,893.52,723.6,525.39,848.47,1118.08,986.6,826.26,640.34,1138.26,649.82,644.95,1080.17,897.17,844.73,903.34,788.73,0,443.17,172.31,205.23,195.13,187.44,191.24,220.95,218.62,182.15,210.84,206.06,8,136.64,266.33,45.2,19.57,7.85,129.52,268.8,44.95,20.72,7.43,136.01,271.74,45.15,19.06,6.91,114.65,235.7,38.7,18.8,0,0,0,0,0,0,0,0,0,0,7.34,134.33,261.54,42.41,11.49,7.44,142.89,263.64,49.68,11.38,7.66,132.9,258.31,46.93,14.15,6.36,120.55,221.8,41.56,11.33,6.49,101.09,209.42,38.48,10.67,0,0,0,0,0,62.94,60.75,75.25,69,30.29,46.74,9.87,16.25,12.5,28.84,64.83,0,4.87,6.75,5.87,27.05,48.53,1,26.5,49.87,38.75,35.89,47.43,1.5,29.25,51,41.62,35.5
76,64,76,43,72,80,50.8,13.8,8.8,7.8,7.3,7.2,844.82,1450.91,997.78,893.52,723.6,525.39,848.47,1118.08,986.6,826.26,640.34,1138.26,649.82,644.95,1080.17,897.17,844.73,903.34,788.73,0,443.17,172.31,205.23,195.13,187.44,191.24,220.95,218.62,182.15,210.84,206.06,8,136.64,266.33,45.2,19.57,7.85,129.52,268.8,44.95,20.72,7.43,136.01,271.74,45.15,19.06,6.91,114.65,235.7,38.7,18.8,0,0,0,0,0,0,0,0,0,0,7.34,134.33,261.54,42.41,11.49,7.44,142.89,263.64,49.68,11.38,7.66,132.9,258.31,46.93,14.15,6.36,120.55,221.8,41.56,11.33,6.49,101.09,209.42,38.48,10.67,0,0,0,0,0,62.94,60.75,75.25,69,30.29,46.74,9.87,16.25,12.5,28.84,64.83,0,4.87,6.75,5.87,27.05,48.53,1,26.5,49.87,38.75,35.89,47.43,1.5,29.25,51,41.62,35.5
88,71,88,45,72,92,48.3,14.45,8.46,7.7,7.3,6.9,861.16,1446.5,1008.32,903.66,732.6,527.97,820.54,1047.32,979.69,830.99,638.15,1095.61,638.97,653.28,1043.25,905.03,844.24,910.1,789.82,0,0,171.87,206.6,193.1,183.87,189.23,220.49,217.74,186.3,213.01,208.05,7.9,160.28,280.69,47.69,21.02,7.98,158.53,277.89,44.79,22.42,7.78,151.13,286.15,45.95,21.2,6.79,135.03,237.2,40.57,16.99,7.04,66.93,239.92,36.69,19.39,0,0,0,0,0,8.99,159.25,278.67,46.22,11.19,7.72,165.81,276.53,50.39,13.65,8.37,159.02,278.7,49.69,14.63,6.65,143.47,227.98,42.18,12.21,6.83,145.17,230.49,44.47,8.53,0,0,0,0,0,60.62,59.08,71.75,63.83,29.47,48.25,7.75,11.25,9.75,27.15,64.52,0,0.58,1.16,1,26.74,53.84,1,21.25,39.25,29.75,32.67,47.3,0.58,24.58,38.75,33.41,33.8
78,62,83,50,84,95,48.3,14.45,8.46,7.7,7.3,6.9,861.16,1446.5,1008.32,903.66,732.6,527.97,820.54,1047.32,979.69,830.99,638.15,1095.61,638.97,653.28,1043.25,905.03,844.24,910.1,789.82,0,0,171.87,206.6,193.1,183.87,189.23,220.49,217.74,186.3,213.01,208.05,7.9,160.28,280.69,47.69,21.02,7.98,158.53,277.89,44.79,22.42,7.78,151.13,286.15,45.95,21.2,6.79,135.03,237.2,40.57,16.99,7.04,66.93,239.92,36.69,19.39,0,0,0,0,0,8.99,159.25,278.67,46.22,11.19,7.72,165.81,276.53,50.39,13.65,8.37,159.02,278.7,49.69,14.63,6.65,143.47,227.98,42.18,12.21,6.83,145.17,230.49,44.47,8.53,0,0,0,0,0,60.62,59.08,71.75,63.83,29.47,48.25,7.75,11.25,9.75,27.15,64.52,0,0.58,1.16,1,26.74,53.84,1,21.25,39.25,29.75,32.67,47.3,0.58,24.58,38.75,33.41,33.8
88,78,84,42,76,102,49.8,14.45,8.46,7.7,7.3,6.9,860.53,1444.92,1007.83,903.26,732.55,528.01,820.53,1047.23,978.93,830.56,638.15,1095.46,638.72,652.76,1042.76,905.21,844.68,909.75,789.75,0,0,172.95,206.05,193.65,184.92,188.1,219.26,218.62,189.96,214.95,209.28,7.99,161.35,281.67,48.1,20.19,8.03,159.96,279.51,45.42,21.29,7.9,152.06,287.93,46.37,20.94,7.04,134.41,235.9,40.28,17.08,6.83,66.97,240.39,37.17,19.5,0,0,0,0,0,8.26,164.16,286.19,45.54,11.88,7.86,168.26,280.61,50.42,14.21,8.22,160.95,282.2,50.96,14.43,6.71,150.07,238.52,44.47,12.41,6.75,146.83,233.12,45.54,8.64,0,0,0,0,0,60.7,59.53,72.15,64.53,29.47,48.11,8.15,11.61,10.15,27.23,64.72,0,0.53,1.07,0.92,26.77,53.77,1,21.61,40.15,30.46,32.75,47.15,0.53,25.15,39.76,34.15,33.87
87,74,100,52,72,118,49.8,14.45,8.46,7.7,7.3,6.9,860.53,1444.53,1007.76,903.08,732.51,528.22,820.63,1047.3,978.79,830.56,638.22,1095.39,638.65,652.65,1042.69,905.17,844.82,909.64,789.68,0,0,173.37,205.85,194.1,185.45,187.89,219.02,218.65,190.35,215.15,209.43,7.75,162.89,284.37,48.73,20.15,8.02,161.12,281.6,45.77,21.47,7.96,152.98,289.88,46.79,21.03,7.06,133.87,235.03,39.62,17,6.75,66.78,239.54,36.96,19.49,0,0,0,0,0,8.12,164.18,286.21,45.32,12.19,7.91,168.18,280.54,50.91,14.33,8.33,160.98,282.27,51.51,14.47,6.62,148.4,236.02,44.2,11.96,6.66,145.32,230.78,44.45,8.5,0,0,0,0,0,60.7,59.53,72.15,64.53,29.47,48.11,8.15,11.61,10.15,27.23,64.72,0,0.53,1.07,0.92,26.77,53.77,1,21.61,40.15,30.46,32.75,47.15,0.53,25.15,39.76,34.15,33.87
84,82,76,49,50,101,49.8,14.45,8.46,7.7,7.3,6.9,860.57,1444.07,1007.73,902.87,732.48,527.97,820.63,1047.19,978.64,830.46,638.25,1095.46,638.57,652.6,1042.6,905.39,845.1,909.5,789.71,0,0,173.55,205.78,194.3,185.66,187.5,218.55,218.63,190.95,215.48,209.67,8.06,162.79,284.34,48.7,20.21,8.03,161.36,282.26,45.35,21.49,7.99,153.29,290.42,47.31,20.55,7.12,135.94,238.67,40.47,16.95,6.9,67.03,240.4,37.41,19.19,0,0,0,0,0,8.11,165.92,289.33,45.48,12.19,8.09,170.1,283.22,51.45,14.43,8.21,161.2,282.64,51.37,14.56,6.74,148.37,235.94,44.71,12.06,6.81,145.31,230.77,44.41,8.57,0,0,0,0,0,60.7,59.53,72.15,64.53,29.47,48.11,8.15,11.61,10.15,27.23,64.72,0,0.53,1.07,0.92,26.77,53.77,1,21.61,40.15,30.46,32.75,47.15,0.53,25.15,39.76,34.15,33.87
90,68,122,44,73,88,49.8,14.45,8.46,7.7,7.3,6.9,860.1,1443.66,1007.58,902.73,732.41,527.84,820.5,1046.94,978.65,830.28,638.18,1095.53,638.44,652.48,1042.55,905.57,845.32,909.31,789.67,0,0,173.97,205.64,194.85,186.2,187.13,218.08,218.58,191.49,215.84,209.92,7.36,148.02,258.55,44.36,18.34,7.38,150.79,263.17,41.74,19.47,7.34,141.13,267.39,43.44,18.84,6.47,124.2,218.07,37.41,14.81,6.31,61.92,222.06,34.53,17.58,0,0,0,0,0,7.71,156.49,272.86,43.02,11.29,8,161.71,269.75,50.28,13.75,7.79,153.23,268.83,49.55,13.98,6.42,143.53,227.1,42.39,11.37,6.63,132.91,212.07,42.57,7.99,0,0,0,0,0,60.7,59.53,72.15,64.53,29.47,48.11,8.15,11.61,10.15,27.23,64.72,0,0.53,1.07,0.92,26.77,53.77,1,21.61,40.15,30.46,32.75,47.15,0.53,25.15,39.76,34.15,33.87
92,68,78,43,86,102,49.8,14.45,8.46,7.7,7.3,6.9,860.1,1443.66,1007.58,902.73,732.41,527.84,820.5,1046.94,978.65,830.28,638.18,1095.53,638.44,652.48,1042.55,905.57,845.32,909.31,789.67,0,0,173.97,205.64,194.85,186.2,187.13,218.08,218.58,191.49,215.84,209.92,7.36,148.02,258.55,44.36,18.34,7.38,150.79,263.17,41.74,19.47,7.34,141.13,267.39,43.44,18.84,6.47,124.2,218.07,37.41,14.81,6.31,61.92,222.06,34.53,17.58,0,0,0,0,0,7.71,156.49,272.86,43.02,11.29,8,161.71,269.75,50.28,13.75,7.79,153.23,268.83,49.55,13.98,6.42,143.53,227.1,42.39,11.37,6.63,132.91,212.07,42.57,7.99,0,0,0,0,0,60.7,59.53,72.15,64.53,29.47,48.11,8.15,11.61,10.15,27.23,64.72,0,0.53,1.07,0.92,26.77,53.77,1,21.61,40.15,30.46,32.75,47.15,0.53,25.15,39.76,34.15,33.87
88,84,68,47,68,96,49.8,14.45,8.5,7.7,7.3,6.9,860.03,1443.11,1007.35,902.64,732.31,527.86,820.61,1046.92,978.65,830.07,638.07,1095.43,638.44,652.35,1042.39,905.47,845.5,909.02,789.6,0,0,174.24,205.59,195.17,186.55,186.32,217.09,218.27,192.42,216.36,210.42,7.21,144.9,253.39,43.44,18.39,7.35,151.43,264.35,41.98,20.1,7.45,140.24,265.87,42.94,19.11,6.48,124.96,217.78,36.72,14.68,6.29,61.74,221.35,33.76,17.62,0,0,0,0,0,7.58,154.98,270.29,41.93,11.15,7.8,160.46,267.42,49.06,13.54,7.61,149.7,262.63,48.25,13.9,6.35,142.37,225.32,42.12,11.23,6.7,133.56,213.1,42.68,8.15,0,0,0,0,0,60.7,59.53,72.15,64.53,29.47,48.11,8.15,11.61,10.15,27.23,64.72,0,0.53,1.07,0.92,26.77,53.77,1,21.61,40.15,30.46,32.75,47.15,0.53,25.15,39.76,34.15,33.87
84,60,64,56,70,90,49.55,14.43,8.5,7.7,7.3,6.95,859.71,1442.8,1006.97,902.44,732.12,527.91,820.57,1046.79,979.17,830.17,637.98,1095.39,638.27,652.26,1042.55,905.5,845.61,908.88,789.56,0,0,174.82,205.45,195.63,186.91,186.04,216.73,218.19,192.86,216.55,210.62,7.33,144.4,252.38,42.69,18.13,7.3,149.16,259.56,40.94,19.68,7.42,137.38,260.53,42.94,18.69,6.4,124.84,217.42,36.66,14.74,6.27,60.8,218.27,33.22,17.53,0,0,0,0,0,7.21,144.36,252.6,40.05,10.52,7.33,156.81,260.63,46.94,12.66,7.25,143.9,252.51,46.12,13.08,6.06,138.9,218.88,39.76,10.68,6.3,128.94,204.64,39.72,7.66,0,0,0,0,0,60.76,59.92,72.42,65,29.47,47.52,7.92,11.42,9.85,27.28,64.85,0,0.5,1.14,0.85,26.81,53.65,1,21.92,40.57,30.71,32.81,46.98,0.57,25.85,41.28,35.14,33.95
97,68,82,46,106,102,49.55,14.43,8.5,7.7,7.3,6.95,859.66,1442.27,1006.58,902.2,732.2,528.08,820.51,1046.5,979.48,829.88,637.94,1095.22,638.08,652.09,1042.16,905.62,845.84,908.56,789.59,0,0,175.51,205.3,196.25,187.33,185.4,215.84,217.96,193.76,216.85,211.02,6.95,130.75,228.61,38.34,16.02,6.7,133.86,232.74,36.99,17.95,6.56,121.8,231.1,38.26,16.48,5.8,114.46,199.36,34.17,13.44,5.58,56.19,202.64,29.9,15.45,0,0,0,0,0,6.64,129.1,225.97,36.18,9.68,6.67,140.24,232.92,42.38,11.74,6.62,132.54,231.54,41.72,11.97,5.75,129.75,204.39,37.31,9.82,5.9,120.61,191.24,37.83,7.04,0,0,0,0,0,60.76,60.3,72.76,65.46,29.51,47.46,8.15,11.69,10.07,27.31,64.98,0,0.53,1.23,0.92,26.8,53.49,1,22.23,41.61,31.3,32.91,46.58,0.61,26.53,42.61,36.15,34.12
88,77,73,60,96,113,49.55,14.43,8.5,7.7,7.3,6.95,859.66,1442.27,1006.58,902.2,732.2,528.08,820.51,1046.5,979.48,829.88,637.94,1095.22,638.08,652.09,1042.16,905.62,845.84,908.56,789.59,0,0,175.51,205.3,196.25,187.33,185.4,215.84,217.96,193.76,216.85,211.02,6.95,130.75,228.61,38.34,16.02,6.7,133.86,232.74,36.99,17.95,6.56,121.8,231.1,38.26,16.48,5.8,114.46,199.36,34.17,13.44,5.58,56.19,202.64,29.9,15.45,0,0,0,0,0,6.64,129.1,225.97,36.18,9.68,6.67,140.24,232.92,42.38,11.74,6.62,132.54,231.54,41.72,11.97,5.75,129.75,204.39,37.31,9.82,5.9,120.61,191.24,37.83,7.04,0,0,0,0,0,60.76,60.3,72.76,65.46,29.51,47.46,8.15,11.69,10.07,27.31,64.98,0,0.53,1.23,0.92,26.8,53.49,1,22.23,41.61,31.3,32.91,46.58,0.61,26.53,42.61,36.15,34.12
94,62,102,43,98,86,49.55,14.43,8.5,7.7,7.3,6.95,859.66,1442.27,1006.58,902.2,732.2,528.08,820.51,1046.5,979.48,829.88,637.94,1095.22,638.08,652.09,1042.16,905.62,845.84,908.56,789.59,0,0,175.51,205.3,196.25,187.33,185.4,215.84,217.96,193.76,216.85,211.02,6.95,130.75,228.61,38.34,16.02,6.7,133.86,232.74,36.99,17.95,6.56,121.8,231.1,38.26,16.48,5.8,114.46,199.36,34.17,13.44,5.58,56.19,202.64,29.9,15.45,0,0,0,0,0,6.64,129.1,225.97,36.18,9.68,6.67,140.24,232.92,42.38,11.74,6.62,132.54,231.54,41.72,11.97,5.75,129.75,204.39,37.31,9.82,5.9,120.61,191.24,37.83,7.04,0,0,0,0,0,60.76,60.3,72.76,65.46,29.51,47.46,8.15,11.69,10.07,27.31,64.98,0,0.53,1.23,0.92,26.8,53.49,1,22.23,41.61,31.3,32.91,46.58,0.61,26.53,42.61,36.15,34.12
84,88,114,50,35,100,49.55,14.43,8.5,7.7,7.3,6.95,859.66,1442.27,1006.58,902.2,732.2,528.08,820.51,1046.5,979.48,829.88,637.94,1095.22,638.08,652.09,1042.16,905.62,845.84,908.56,789.59,0,0,175.51,205.3,196.25,187.33,185.4,215.84,217.96,193.76,216.85,211.02,6.95,130.75,228.61,38.34,16.02,6.7,133.86,232.74,36.99,17.95,6.56,121.8,231.1,38.26,16.48,5.8,114.46,199.36,34.17,13.44,5.58,56.19,202.64,29.9,15.45,0,0,0,0,0,6.64,129.1,225.97,36.18,9.68,6.67,140.24,232.92,42.38,11.74,6.62,132.54,231.54,41.72,11.97,5.75,129.75,204.39,37.31,9.82,5.9,120.61,191.24,37.83,7.04,0,0,0,0,0,60.76,60.3,72.76,65.46,29.51,47.46,8.15,11.69,10.07,27.31,64.98,0,0.53,1.23,0.92,26.8,53.49,1,22.23,41.61,31.3,32.91,46.58,0.61,26.53,42.61,36.15,34.12
